origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude,route_length,hsr_share
8800007,8300262,Antwerpen Centraal,Roma Tiburtina,847,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Rome,8300262,41.91107,12.53146,1778.928601771042,0.7771206576259598
8800007,8300047,Antwerpen Centraal,Milano Porta Garibaldi,601,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Milan,8300047,45.484437,9.18729699,1223.5332929055564,0.7136759565985308
8800007,8300522,Antwerpen Centraal,Torino Porta Susa,522,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Turin,8300522,45.071833,7.665169,1077.8824964249486,0.6123318870521767
8800007,8300153,Antwerpen Centraal,Genova Piazza Principe,657,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Genoa,8300153,44.417504,8.922075,1233.0526655208785,0.5352746411505358
8800007,8200100,Antwerpen Centraal,Luxembourg,235,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Luxembourg,8200100,49.599714,6.134396,265.602140493926,0.0
8800007,8400597,Antwerpen Centraal,Tilburg,58,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Tilburg,8400597,51.56061,5.083787,80.99397963028676,0.501819157812213
8800007,8400058,Antwerpen Centraal,Amsterdam Centraal,80,0,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Amsterdam,8400058,52.37919,4.899431,168.01505556482056,0.65590883572894
8800007,8400530,Antwerpen Centraal,Rotterdam Centraal,32,0,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Rotterdam,8400530,51.924802,4.468769,98.15869937481801,0.7264474652695422
8800007,5100065,Antwerpen Centraal,Warszawa Centralna,745,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Warsaw,5100065,52.22886,21.003234,1311.5038876496976,0.2886474183488111
8800007,5100028,Antwerpen Centraal,Krakow Glowny,1020,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Kraków,5100028,50.067194,19.947426,1401.3319379569389,0.35186226865517384
8800007,5100069,Antwerpen Centraal,Wroclaw Glowny,740,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Wrocław,5100069,51.098078,17.037088,1145.1868579328736,0.43056365117436757
