origin_id,destination_id,origin_station_name,destination_station_name,min_duration_minutes,transfers,trains,check_date,origin_city_name,origin_eva_id,origin_latitude,origin_longitude,destination_city_name,destination_eva_id,destination_latitude,destination_longitude
8800007,8000096,Antwerpen Centraal,Stuttgart Hbf,317,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Stuttgart,8000096,48.78478,9.182757
8800007,8000261,Antwerpen Centraal,München Hbf,433,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Munich,8000261,48.140232,11.558335
8800007,8002549,Antwerpen Centraal,Hamburg Hbf,380,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Hamburg,8002549,53.552736,10.006909
8800007,8003368,Antwerpen Centraal,Köln Messe/Deutz,152,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Cologne,8003368,50.940874,6.975001
8800007,8000105,Antwerpen Centraal,Frankfurt(Main)Hbf,213,2,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Frankfurt,8000105,50.1066819,8.66282825
8800007,8000085,Antwerpen Centraal,Düsseldorf Hbf,173,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Düsseldorf,8000085,51.219962,6.794319
8800007,8010205,Antwerpen Centraal,Leipzig Hbf,435,4,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Leipzig,8010205,51.3454712,12.3820639
8800007,8000080,Antwerpen Centraal,Dortmund Hbf,236,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Dortmund,8000080,51.517896,7.45929
8800007,8000098,Antwerpen Centraal,Essen Hbf,209,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Essen,8000098,51.451355,7.014793
8800007,8000050,Antwerpen Centraal,Bremen Hbf,339,8,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Bremen,8000050,53.083481,8.813834
8800007,8010085,Antwerpen Centraal,Dresden Hbf,523,6,,2026-01-06,Antwerp,8800007,51.215811,4.421168,Dresden,8010085,51.040563,13.732035
